lookup,comp,plan,sex,state,units,age,inprem,reprem,area,effdate,areach,agetype,comm,tobacco,emptype
577511672FN,005,5775,0,11,000000000,067,0006211,0006211,000,10012019,N,I,N,N,2F
577511682FN,005,5775,0,11,000000000,068,0006211,0006211,000,10012019,N,I,N,N,2F
577511692FN,005,5775,0,11,000000000,069,0006211,0006211,000,10012019,N,I,N,N,2F
577511702FN,005,5775,0,11,000000000,070,0007301,0007301,000,10012019,N,I,N,N,2F
577511712FN,005,5775,0,11,000000000,071,0007301,0007301,000,10012019,N,I,N,N,2F
577511722FN,005,5775,0,11,000000000,072,0007301,0007301,000,10012019,N,I,N,N,2F
577511732FN,005,5775,0,11,000000000,073,0007301,0007301,000,10012019,N,I,N,N,2F
577511742FN,005,5775,0,11,000000000,074,0007301,0007301,000,10012019,N,I,N,N,2F
577511752FN,005,5775,0,11,000000000,075,0008023,0008023,000,10012019,N,I,N,N,2F
577511762FN,005,5775,0,11,000000000,076,0008023,0008023,000,10012019,N,I,N,N,2F
577511772FN,005,5775,0,11,000000000,077,0008023,0008023,000,10012019,N,I,N,N,2F
577511782FN,005,5775,0,11,000000000,078,0008023,0008023,000,10012019,N,I,N,N,2F
577511792FN,005,5775,0,11,000000000,079,0008023,0008023,000,10012019,N,I,N,N,2F
577511802FN,005,5775,0,11,000000000,080,0008467,0008467,000,10012019,N,I,N,N,2F
577511812FN,005,5775,0,11,000000000,081,0008467,0008467,000,10012019,N,I,N,N,2F
577511822FN,005,5775,0,11,000000000,082,0008467,0008467,000,10012019,N,I,N,N,2F
577511832FN,005,5775,0,11,000000000,083,0008467,0008467,000,10012019,N,I,N,N,2F
577511842FN,005,5775,0,11,000000000,084,0008467,0008467,000,10012019,N,I,N,N,2F
577511852FN,005,5775,0,11,000000000,085,0008759,0008759,000,10012019,N,I,N,N,2F
577511862FN,005,5775,0,11,000000000,086,0008759,0008759,000,10012019,N,I,N,N,2F
577511872FN,005,5775,0,11,000000000,087,0008759,0008759,000,10012019,N,I,N,N,2F
577511882FN,005,5775,0,11,000000000,088,0008759,0008759,000,10012019,N,I,N,N,2F
577511892FN,005,5775,0,11,000000000,089,0008759,0008759,000,10012019,N,I,N,N,2F
577511902FN,005,5775,0,11,000000000,090,0009173,0009173,000,10012019,N,I,N,N,2F
577511912FN,005,5775,0,11,000000000,091,0009173,0009173,000,10012019,N,I,N,N,2F
577511922FN,005,5775,0,11,000000000,092,0009173,0009173,000,10012019,N,I,N,N,2F
577511932FN,005,5775,0,11,000000000,093,0009173,0009173,000,10012019,N,I,N,N,2F
577511942FN,005,5775,0,11,000000000,094,0009173,0009173,000,10012019,N,I,N,N,2F
577511952FN,005,5775,0,11,000000000,095,0009382,0009382,000,10012019,N,I,N,N,2F
577511962FN,005,5775,0,11,000000000,096,0009382,0009382,000,10012019,N,I,N,N,2F
577511972FN,005,5775,0,11,000000000,097,0009382,0009382,000,10012019,N,I,N,N,2F
577511982FN,005,5775,0,11,000000000,098,0009382,0009382,000,10012019,N,I,N,N,2F
577511992FN,005,5775,0,11,000000000,099,0009382,0009382,000,10012019,N,I,N,N,2F
57751118EES,005,5775,0,11,000000000,018,0000571,0000571,000,10012019,N,I,N,S,EE
57751119EES,005,5775,0,11,000000000,019,0000571,0000571,000,10012019,N,I,N,S,EE
57751120EES,005,5775,0,11,000000000,020,0000571,0000571,000,10012019,N,I,N,S,EE
57751121EES,005,5775,0,11,000000000,021,0000571,0000571,000,10012019,N,I,N,S,EE
57751122EES,005,5775,0,11,000000000,022,0000571,0000571,000,10012019,N,I,N,S,EE
57751123EES,005,5775,0,11,000000000,023,0000571,0000571,000,10012019,N,I,N,S,EE
57751124EES,005,5775,0,11,000000000,024,0000571,0000571,000,10012019,N,I,N,S,EE
57751125EES,005,5775,0,11,000000000,025,0000571,0000571,000,10012019,N,I,N,S,EE
57751126EES,005,5775,0,11,000000000,026,0000571,0000571,000,10012019,N,I,N,S,EE
57751127EES,005,5775,0,11,000000000,027,0000571,0000571,000,10012019,N,I,N,S,EE
57751128EES,005,5775,0,11,000000000,028,0000571,0000571,000,10012019,N,I,N,S,EE
57751129EES,005,5775,0,11,000000000,029,0000571,0000571,000,10012019,N,I,N,S,EE
57751130EES,005,5775,0,11,000000000,030,0001061,0001061,000,10012019,N,I,N,S,EE
57751131EES,005,5775,0,11,000000000,031,0001061,0001061,000,10012019,N,I,N,S,EE
57751132EES,005,5775,0,11,000000000,032,0001061,0001061,000,10012019,N,I,N,S,EE
57751133EES,005,5775,0,11,000000000,033,0001061,0001061,000,10012019,N,I,N,S,EE
57751134EES,005,5775,0,11,000000000,034,0001061,0001061,000,10012019,N,I,N,S,EE
57751135EES,005,5775,0,11,000000000,035,0001523,0001523,000,10012019,N,I,N,S,EE
57751136EES,005,5775,0,11,000000000,036,0001523,0001523,000,10012019,N,I,N,S,EE
57751137EES,005,5775,0,11,000000000,037,0001523,0001523,000,10012019,N,I,N,S,EE
57751138EES,005,5775,0,11,000000000,038,0001523,0001523,000,10012019,N,I,N,S,EE
57751139EES,005,5775,0,11,000000000,039,0001523,0001523,000,10012019,N,I,N,S,EE
57751140EES,005,5775,0,11,000000000,040,0002139,0002139,000,10012019,N,I,N,S,EE
57751141EES,005,5775,0,11,000000000,041,0002139,0002139,000,10012019,N,I,N,S,EE
57751142EES,005,5775,0,11,000000000,042,0002139,0002139,000,10012019,N,I,N,S,EE
57751143EES,005,5775,0,11,000000000,043,0002139,0002139,000,10012019,N,I,N,S,EE
57751144EES,005,5775,0,11,000000000,044,0002139,0002139,000,10012019,N,I,N,S,EE
57751145EES,005,5775,0,11,000000000,045,0003105,0003105,000,10012019,N,I,N,S,EE
57751146EES,005,5775,0,11,000000000,046,0003105,0003105,000,10012019,N,I,N,S,EE
57751147EES,005,5775,0,11,000000000,047,0003105,0003105,000,10012019,N,I,N,S,EE
57751148EES,005,5775,0,11,000000000,048,0003105,0003105,000,10012019,N,I,N,S,EE
57751149EES,005,5775,0,11,000000000,049,0003105,0003105,000,10012019,N,I,N,S,EE
57751150EES,005,5775,0,11,000000000,050,0004239,0004239,000,10012019,N,I,N,S,EE
57751151EES,005,5775,0,11,000000000,051,0004239,0004239,000,10012019,N,I,N,S,EE
57751152EES,005,5775,0,11,000000000,052,0004239,0004239,000,10012019,N,I,N,S,EE
57751153EES,005,5775,0,11,000000000,053,0004239,0004239,000,10012019,N,I,N,S,EE
57751154EES,005,5775,0,11,000000000,054,0004239,0004239,000,10012019,N,I,N,S,EE
57751155EES,005,5775,0,11,000000000,055,0005541,0005541,000,10012019,N,I,N,S,EE
57751156EES,005,5775,0,11,000000000,056,0005541,0005541,000,10012019,N,I,N,S,EE
57751157EES,005,5775,0,11,000000000,057,0005541,0005541,000,10012019,N,I,N,S,EE
57751158EES,005,5775,0,11,000000000,058,0005541,0005541,000,10012019,N,I,N,S,EE
57751159EES,005,5775,0,11,000000000,059,0005541,0005541,000,10012019,N,I,N,S,EE
57751160EES,005,5775,0,11,000000000,060,0007204,0007204,000,10012019,N,I,N,S,EE
57751161EES,005,5775,0,11,000000000,061,0007204,0007204,000,10012019,N,I,N,S,EE
57751162EES,005,5775,0,11,000000000,062,0007204,0007204,000,10012019,N,I,N,S,EE
57751163EES,005,5775,0,11,000000000,063,0007204,0007204,000,10012019,N,I,N,S,EE
57751164EES,005,5775,0,11,000000000,064,0007204,0007204,000,10012019,N,I,N,S,EE
57751165EES,005,5775,0,11,000000000,065,0009475,0009475,000,10012019,N,I,N,S,EE
57751166EES,005,5775,0,11,000000000,066,0009475,0009475,000,10012019,N,I,N,S,EE
57751167EES,005,5775,0,11,000000000,067,0009475,0009475,000,10012019,N,I,N,S,EE
57751168EES,005,5775,0,11,000000000,068,0009475,0009475,000,10012019,N,I,N,S,EE
57751169EES,005,5775,0,11,000000000,069,0009475,0009475,000,10012019,N,I,N,S,EE
57751170EES,005,5775,0,11,000000000,070,0011589,0011589,000,10012019,N,I,N,S,EE
57751171EES,005,5775,0,11,000000000,071,0011589,0011589,000,10012019,N,I,N,S,EE
57751172EES,005,5775,0,11,000000000,072,0011589,0011589,000,10012019,N,I,N,S,EE
57751173EES,005,5775,0,11,000000000,073,0011589,0011589,000,10012019,N,I,N,S,EE
57751174EES,005,5775,0,11,000000000,074,0011589,0011589,000,10012019,N,I,N,S,EE
57751175EES,005,5775,0,11,000000000,075,0013345,0013345,000,10012019,N,I,N,S,EE
57751176EES,005,5775,0,11,000000000,076,0013345,0013345,000,10012019,N,I,N,S,EE
57751177EES,005,5775,0,11,000000000,077,0013345,0013345,000,10012019,N,I,N,S,EE
57751178EES,005,5775,0,11,000000000,078,0013345,0013345,000,10012019,N,I,N,S,EE
57751179EES,005,5775,0,11,000000000,079,0013345,0013345,000,10012019,N,I,N,S,EE
57751180EES,005,5775,0,11,000000000,080,0013997,0013997,000,10012019,N,I,N,S,EE
57751181EES,005,5775,0,11,000000000,081,0013997,0013997,000,10012019,N,I,N,S,EE
57751182EES,005,5775,0,11,000000000,082,0013997,0013997,000,10012019,N,I,N,S,EE
57751183EES,005,5775,0,11,000000000,083,0013997,0013997,000,10012019,N,I,N,S,EE
57751184EES,005,5775,0,11,000000000,084,0013997,0013997,000,10012019,N,I,N,S,EE
57751185EES,005,5775,0,11,000000000,085,0014055,0014055,000,10012019,N,I,N,S,EE
57751186EES,005,5775,0,11,000000000,086,0014055,0014055,000,10012019,N,I,N,S,EE
57751187EES,005,5775,0,11,000000000,087,0014055,0014055,000,10012019,N,I,N,S,EE
57751188EES,005,5775,0,11,000000000,088,0014055,0014055,000,10012019,N,I,N,S,EE
57751189EES,005,5775,0,11,000000000,089,0014055,0014055,000,10012019,N,I,N,S,EE
57751190EES,005,5775,0,11,000000000,090,0014686,0014686,000,10012019,N,I,N,S,EE
57751191EES,005,5775,0,11,000000000,091,0014686,0014686,000,10012019,N,I,N,S,EE
57751192EES,005,5775,0,11,000000000,092,0014686,0014686,000,10012019,N,I,N,S,EE
57751193EES,005,5775,0,11,000000000,093,0014686,0014686,000,10012019,N,I,N,S,EE
57751194EES,005,5775,0,11,000000000,094,0014686,0014686,000,10012019,N,I,N,S,EE
57751195EES,005,5775,0,11,000000000,095,0014965,0014965,000,10012019,N,I,N,S,EE
57751196EES,005,5775,0,11,000000000,096,0014965,0014965,000,10012019,N,I,N,S,EE
57751197EES,005,5775,0,11,000000000,097,0014965,0014965,000,10012019,N,I,N,S,EE
57751198EES,005,5775,0,11,000000000,098,0014965,0014965,000,10012019,N,I,N,S,EE
57751199EES,005,5775,0,11,000000000,099,0014965,0014965,000,10012019,N,I,N,S,EE
57751118ESS,005,5775,0,11,000000000,018,0000984,0000984,000,10012019,N,I,N,S,ES
57751119ESS,005,5775,0,11,000000000,019,0000984,0000984,000,10012019,N,I,N,S,ES
57751120ESS,005,5775,0,11,000000000,020,0000984,0000984,000,10012019,N,I,N,S,ES
57751121ESS,005,5775,0,11,000000000,021,0000984,0000984,000,10012019,N,I,N,S,ES
57751122ESS,005,5775,0,11,000000000,022,0000984,0000984,000,10012019,N,I,N,S,ES
57751123ESS,005,5775,0,11,000000000,023,0000984,0000984,000,10012019,N,I,N,S,ES
57751124ESS,005,5775,0,11,000000000,024,0000984,0000984,000,10012019,N,I,N,S,ES
57751125ESS,005,5775,0,11,000000000,025,0000984,0000984,000,10012019,N,I,N,S,ES
57751126ESS,005,5775,0,11,000000000,026,0000984,0000984,000,10012019,N,I,N,S,ES
57751127ESS,005,5775,0,11,000000000,027,0000984,0000984,000,10012019,N,I,N,S,ES
57751128ESS,005,5775,0,11,000000000,028,0000984,0000984,000,10012019,N,I,N,S,ES
57751129ESS,005,5775,0,11,000000000,029,0000984,0000984,000,10012019,N,I,N,S,ES
57751130ESS,005,5775,0,11,000000000,030,0001867,0001867,000,10012019,N,I,N,S,ES
57751131ESS,005,5775,0,11,000000000,031,0001867,0001867,000,10012019,N,I,N,S,ES
57751132ESS,005,5775,0,11,000000000,032,0001867,0001867,000,10012019,N,I,N,S,ES
57751133ESS,005,5775,0,11,000000000,033,0001867,0001867,000,10012019,N,I,N,S,ES
57751134ESS,005,5775,0,11,000000000,034,0001867,0001867,000,10012019,N,I,N,S,ES
57751135ESS,005,5775,0,11,000000000,035,0002728,0002728,000,10012019,N,I,N,S,ES
57751136ESS,005,5775,0,11,000000000,036,0002728,0002728,000,10012019,N,I,N,S,ES
57751137ESS,005,5775,0,11,000000000,037,0002728,0002728,000,10012019,N,I,N,S,ES
57751138ESS,005,5775,0,11,000000000,038,0002728,0002728,000,10012019,N,I,N,S,ES
57751139ESS,005,5775,0,11,000000000,039,0002728,0002728,000,10012019,N,I,N,S,ES
57751140ESS,005,5775,0,11,000000000,040,0003871,0003871,000,10012019,N,I,N,S,ES
57751141ESS,005,5775,0,11,000000000,041,0003871,0003871,000,10012019,N,I,N,S,ES
57751142ESS,005,5775,0,11,000000000,042,0003871,0003871,000,10012019,N,I,N,S,ES
57751143ESS,005,5775,0,11,000000000,043,0003871,0003871,000,10012019,N,I,N,S,ES
57751144ESS,005,5775,0,11,000000000,044,0003871,0003871,000,10012019,N,I,N,S,ES
57751145ESS,005,5775,0,11,000000000,045,0005545,0005545,000,10012019,N,I,N,S,ES
57751146ESS,005,5775,0,11,000000000,046,0005545,0005545,000,10012019,N,I,N,S,ES
57751147ESS,005,5775,0,11,000000000,047,0005545,0005545,000,10012019,N,I,N,S,ES
57751148ESS,005,5775,0,11,000000000,048,0005545,0005545,000,10012019,N,I,N,S,ES
57751149ESS,005,5775,0,11,000000000,049,0005545,0005545,000,10012019,N,I,N,S,ES
57751150ESS,005,5775,0,11,000000000,050,0007922,0007922,000,10012019,N,I,N,S,ES
57751151ESS,005,5775,0,11,000000000,051,0007922,0007922,000,10012019,N,I,N,S,ES
57751152ESS,005,5775,0,11,000000000,052,0007922,0007922,000,10012019,N,I,N,S,ES
57751153ESS,005,5775,0,11,000000000,053,0007922,0007922,000,10012019,N,I,N,S,ES
57751154ESS,005,5775,0,11,000000000,054,0007922,0007922,000,10012019,N,I,N,S,ES
57751155ESS,005,5775,0,11,000000000,055,0010454,0010454,000,10012019,N,I,N,S,ES
57751156ESS,005,5775,0,11,000000000,056,0010454,0010454,000,10012019,N,I,N,S,ES
57751157ESS,005,5775,0,11,000000000,057,0010454,0010454,000,10012019,N,I,N,S,ES
57751158ESS,005,5775,0,11,000000000,058,0010454,0010454,000,10012019,N,I,N,S,ES
57751159ESS,005,5775,0,11,000000000,059,0010454,0010454,000,10012019,N,I,N,S,ES
57751160ESS,005,5775,0,11,000000000,060,0013549,0013549,000,10012019,N,I,N,S,ES
57751161ESS,005,5775,0,11,000000000,061,0013549,0013549,000,10012019,N,I,N,S,ES
57751162ESS,005,5775,0,11,000000000,062,0013549,0013549,000,10012019,N,I,N,S,ES
57751163ESS,005,5775,0,11,000000000,063,0013549,0013549,000,10012019,N,I,N,S,ES
57751164ESS,005,5775,0,11,000000000,064,0013549,0013549,000,10012019,N,I,N,S,ES
57751165ESS,005,5775,0,11,000000000,065,0017910,0017910,000,10012019,N,I,N,S,ES
57751166ESS,005,5775,0,11,000000000,066,0017910,0017910,000,10012019,N,I,N,S,ES
57751167ESS,005,5775,0,11,000000000,067,0017910,0017910,000,10012019,N,I,N,S,ES
57751168ESS,005,5775,0,11,000000000,068,0017910,0017910,000,10012019,N,I,N,S,ES
57751169ESS,005,5775,0,11,000000000,069,0017910,0017910,000,10012019,N,I,N,S,ES
57751170ESS,005,5775,0,11,000000000,070,0022348,0022348,000,10012019,N,I,N,S,ES
57751171ESS,005,5775,0,11,000000000,071,0022348,0022348,000,10012019,N,I,N,S,ES
57751172ESS,005,5775,0,11,000000000,072,0022348,0022348,000,10012019,N,I,N,S,ES
57751173ESS,005,5775,0,11,000000000,073,0022348,0022348,000,10012019,N,I,N,S,ES
57751174ESS,005,5775,0,11,000000000,074,0022348,0022348,000,10012019,N,I,N,S,ES
57751175ESS,005,5775,0,11,000000000,075,0026127,0026127,000,10012019,N,I,N,S,ES
57751176ESS,005,5775,0,11,000000000,076,0026127,0026127,000,10012019,N,I,N,S,ES
57751177ESS,005,5775,0,11,000000000,077,0026127,0026127,000,10012019,N,I,N,S,ES
57751178ESS,005,5775,0,11,000000000,078,0026127,0026127,000,10012019,N,I,N,S,ES
57751179ESS,005,5775,0,11,000000000,079,0026127,0026127,000,10012019,N,I,N,S,ES
57751180ESS,005,5775,0,11,000000000,080,0028340,0028340,000,10012019,N,I,N,S,ES
57751181ESS,005,5775,0,11,000000000,081,0028340,0028340,000,10012019,N,I,N,S,ES
57751182ESS,005,5775,0,11,000000000,082,0028340,0028340,000,10012019,N,I,N,S,ES
57751183ESS,005,5775,0,11,000000000,083,0028340,0028340,000,10012019,N,I,N,S,ES
57751184ESS,005,5775,0,11,000000000,084,0028340,0028340,000,10012019,N,I,N,S,ES
57751185ESS,005,5775,0,11,000000000,085,0028560,0028560,000,10012019,N,I,N,S,ES
57751186ESS,005,5775,0,11,000000000,086,0028560,0028560,000,10012019,N,I,N,S,ES
57751187ESS,005,5775,0,11,000000000,087,0028560,0028560,000,10012019,N,I,N,S,ES
57751188ESS,005,5775,0,11,000000000,088,0028560,0028560,000,10012019,N,I,N,S,ES
57751189ESS,005,5775,0,11,000000000,089,0028560,0028560,000,10012019,N,I,N,S,ES
57751190ESS,005,5775,0,11,000000000,090,0029724,0029724,000,10012019,N,I,N,S,ES
57751191ESS,005,5775,0,11,000000000,091,0029724,0029724,000,10012019,N,I,N,S,ES
57751192ESS,005,5775,0,11,000000000,092,0029724,0029724,000,10012019,N,I,N,S,ES
57751193ESS,005,5775,0,11,000000000,093,0029724,0029724,000,10012019,N,I,N,S,ES
57751194ESS,005,5775,0,11,000000000,094,0029724,0029724,000,10012019,N,I,N,S,ES
57751195ESS,005,5775,0,11,000000000,095,0030405,0030405,000,10012019,N,I,N,S,ES
57751196ESS,005,5775,0,11,000000000,096,0030405,0030405,000,10012019,N,I,N,S,ES
57751197ESS,005,5775,0,11,000000000,097,0030405,0030405,000,10012019,N,I,N,S,ES
57751198ESS,005,5775,0,11,000000000,098,0030405,0030405,000,10012019,N,I,N,S,ES
57751199ESS,005,5775,0,11,000000000,099,0030405,0030405,000,10012019,N,I,N,S,ES
577511181FS,005,5775,0,11,000000000,018,0000627,0000627,000,10012019,N,I,N,S,1F
577511191FS,005,5775,0,11,000000000,019,0000627,0000627,000,10012019,N,I,N,S,1F
577511201FS,005,5775,0,11,000000000,020,0000627,0000627,000,10012019,N,I,N,S,1F
577511211FS,005,5775,0,11,000000000,021,0000627,0000627,000,10012019,N,I,N,S,1F
577511221FS,005,5775,0,11,000000000,022,0000627,0000627,000,10012019,N,I,N,S,1F
577511231FS,005,5775,0,11,000000000,023,0000627,0000627,000,10012019,N,I,N,S,1F
577511241FS,005,5775,0,11,000000000,024,0000627,0000627,000,10012019,N,I,N,S,1F
577511251FS,005,5775,0,11,000000000,025,0000627,0000627,000,10012019,N,I,N,S,1F
577511261FS,005,5775,0,11,000000000,026,0000627,0000627,000,10012019,N,I,N,S,1F
577511271FS,005,5775,0,11,000000000,027,0000627,0000627,000,10012019,N,I,N,S,1F
577511281FS,005,5775,0,11,000000000,028,0000627,0000627,000,10012019,N,I,N,S,1F
577511291FS,005,5775,0,11,000000000,029,0000627,0000627,000,10012019,N,I,N,S,1F
577511301FS,005,5775,0,11,000000000,030,0001131,0001131,000,10012019,N,I,N,S,1F
577511311FS,005,5775,0,11,000000000,031,0001131,0001131,000,10012019,N,I,N,S,1F
577511321FS,005,5775,0,11,000000000,032,0001131,0001131,000,10012019,N,I,N,S,1F
577511331FS,005,5775,0,11,000000000,033,0001131,0001131,000,10012019,N,I,N,S,1F
577511341FS,005,5775,0,11,000000000,034,0001131,0001131,000,10012019,N,I,N,S,1F
577511351FS,005,5775,0,11,000000000,035,0001602,0001602,000,10012019,N,I,N,S,1F
577511361FS,005,5775,0,11,000000000,036,0001602,0001602,000,10012019,N,I,N,S,1F
577511371FS,005,5775,0,11,000000000,037,0001602,0001602,000,10012019,N,I,N,S,1F
577511381FS,005,5775,0,11,000000000,038,0001602,0001602,000,10012019,N,I,N,S,1F
577511391FS,005,5775,0,11,000000000,039,0001602,0001602,000,10012019,N,I,N,S,1F
577511401FS,005,5775,0,11,000000000,040,0002218,0002218,000,10012019,N,I,N,S,1F
577511411FS,005,5775,0,11,000000000,041,0002218,0002218,000,10012019,N,I,N,S,1F
577511421FS,005,5775,0,11,000000000,042,0002218,0002218,000,10012019,N,I,N,S,1F
577511431FS,005,5775,0,11,000000000,043,0002218,0002218,000,10012019,N,I,N,S,1F
577511441FS,005,5775,0,11,000000000,044,0002218,0002218,000,10012019,N,I,N,S,1F
577511451FS,005,5775,0,11,000000000,045,0003183,0003183,000,10012019,N,I,N,S,1F
577511461FS,005,5775,0,11,000000000,046,0003183,0003183,000,10012019,N,I,N,S,1F
577511471FS,005,5775,0,11,000000000,047,0003183,0003183,000,10012019,N,I,N,S,1F
577511481FS,005,5775,0,11,000000000,048,0003183,0003183,000,10012019,N,I,N,S,1F
577511491FS,005,5775,0,11,000000000,049,0003183,0003183,000,10012019,N,I,N,S,1F
577511501FS,005,5775,0,11,000000000,050,0004309,0004309,000,10012019,N,I,N,S,1F
577511511FS,005,5775,0,11,000000000,051,0004309,0004309,000,10012019,N,I,N,S,1F
577511521FS,005,5775,0,11,000000000,052,0004309,0004309,000,10012019,N,I,N,S,1F
577511531FS,005,5775,0,11,000000000,053,0004309,0004309,000,10012019,N,I,N,S,1F
577511541FS,005,5775,0,11,000000000,054,0004309,0004309,000,10012019,N,I,N,S,1F
577511551FS,005,5775,0,11,000000000,055,0005598,0005598,000,10012019,N,I,N,S,1F
577511561FS,005,5775,0,11,000000000,056,0005598,0005598,000,10012019,N,I,N,S,1F
577511571FS,005,5775,0,11,000000000,057,0005598,0005598,000,10012019,N,I,N,S,1F
577511581FS,005,5775,0,11,000000000,058,0005598,0005598,000,10012019,N,I,N,S,1F
577511591FS,005,5775,0,11,000000000,059,0005598,0005598,000,10012019,N,I,N,S,1F
577511601FS,005,5775,0,11,000000000,060,0007248,0007248,000,10012019,N,I,N,S,1F
577511611FS,005,5775,0,11,000000000,061,0007248,0007248,000,10012019,N,I,N,S,1F
577511621FS,005,5775,0,11,000000000,062,0007248,0007248,000,10012019,N,I,N,S,1F
577511631FS,005,5775,0,11,000000000,063,0007248,0007248,000,10012019,N,I,N,S,1F
577511641FS,005,5775,0,11,000000000,064,0007248,0007248,000,10012019,N,I,N,S,1F
577511651FS,005,5775,0,11,000000000,065,0009523,0009523,000,10012019,N,I,N,S,1F
577511661FS,005,5775,0,11,000000000,066,0009523,0009523,000,10012019,N,I,N,S,1F
577511671FS,005,5775,0,11,000000000,067,0009523,0009523,000,10012019,N,I,N,S,1F
577511681FS,005,5775,0,11,000000000,068,0009523,0009523,000,10012019,N,I,N,S,1F
577511691FS,005,5775,0,11,000000000,069,0009523,0009523,000,10012019,N,I,N,S,1F
577511701FS,005,5775,0,11,000000000,070,0011635,0011635,000,10012019,N,I,N,S,1F
577511711FS,005,5775,0,11,000000000,071,0011635,0011635,000,10012019,N,I,N,S,1F
577511721FS,005,5775,0,11,000000000,072,0011635,0011635,000,10012019,N,I,N,S,1F
577511731FS,005,5775,0,11,000000000,073,0011635,0011635,000,10012019,N,I,N,S,1F
577511741FS,005,5775,0,11,000000000,074,0011635,0011635,000,10012019,N,I,N,S,1F
577511751FS,005,5775,0,11,000000000,075,0013388,0013388,000,10012019,N,I,N,S,1F
577511761FS,005,5775,0,11,000000000,076,0013388,0013388,000,10012019,N,I,N,S,1F
577511771FS,005,5775,0,11,000000000,077,0013388,0013388,000,10012019,N,I,N,S,1F
577511781FS,005,5775,0,11,000000000,078,0013388,0013388,000,10012019,N,I,N,S,1F
577511791FS,005,5775,0,11,000000000,079,0013388,0013388,000,10012019,N,I,N,S,1F
577511801FS,005,5775,0,11,000000000,080,0014040,0014040,000,10012019,N,I,N,S,1F
